ID,Date,StoreID,MachineType,Amount,Revenue,Revenue ShopA,Revenue ShopB,Revenue ShopC,RO ShopA,RO ShopB,RO ShopC,Alkaline ShopA,Alkaline ShopB,Alkaline ShopC,Hydrogen ShopA,Hydrogen ShopB,Hydrogen ShopC,Ice ShopA,Ice ShopB,Ice ShopC,UV ShopA,UV ShopB,UV ShopC,Mineral ShopA,Mineral ShopB,Mineral ShopC
PAY-00272,2024-12-15,ShopA,Alkaline,38.84,,,,,,,,,,,,,,,,,,,,,,
PAY-00273,2024-12-15,ShopA,RO,17.29,,,,,,,,,,,,,,,,,,,,,,
PAY-00274,2024-12-15,ShopA,RO,22.83,,,,,,,,,,,,,,,,,,,,,,
PAY-00275,2024-12-15,ShopA,Hydrogen,39.34,,,,,,,,,,,,,,,,,,,,,,
PAY-00276,2024-12-15,ShopA,Hydrogen,23.77,,,,,,,,,,,,,,,,,,,,,,
PAY-00277,2024-12-15,ShopA,Hydrogen,37.87,,,,,,,,,,,,,,,,,,,,,,
PAY-00278,2024-12-15,ShopA,Hydrogen,9.04,,,,,,,,,,,,,,,,,,,,,,
PAY-00279,2024-12-15,ShopA,Hydrogen,38.96,,,,,,,,,,,,,,,,,,,,,,
PAY-00280,2024-12-15,ShopA,Ice,25.32,,,,,,,,,,,,,,,,,,,,,,
PAY-00281,2024-12-15,ShopA,UV,6.34,,,,,,,,,,,,,,,,,,,,,,
PAY-00282,2024-12-15,ShopA,UV,25.88,,,,,,,,,,,,,,,,,,,,,,
PAY-00283,2024-12-15,ShopA,Mineral,30.5,,,,,,,,,,,,,,,,,,,,,,
PAY-00284,2024-12-15,ShopA,Mineral,15.98,,,,,,,,,,,,,,,,,,,,,,
PAY-00285,2024-12-15,ShopB,Alkaline,39.45,,,,,,,,,,,,,,,,,,,,,,
PAY-00286,2024-12-15,ShopB,Alkaline,9.05,,,,,,,,,,,,,,,,,,,,,,
PAY-00287,2024-12-15,ShopB,Alkaline,36.48,,,,,,,,,,,,,,,,,,,,,,
PAY-00288,2024-12-15,ShopB,Alkaline,11.65,,,,,,,,,,,,,,,,,,,,,,
PAY-00289,2024-12-15,ShopB,Hydrogen,20.26,,,,,,,,,,,,,,,,,,,,,,
PAY-00290,2024-12-15,ShopB,Hydrogen,23.2,,,,,,,,,,,,,,,,,,,,,,
PAY-00291,2024-12-15,ShopB,Hydrogen,33.23,,,,,,,,,,,,,,,,,,,,,,
PAY-00292,2024-12-15,ShopB,Hydrogen,29.04,,,,,,,,,,,,,,,,,,,,,,
PAY-00293,2024-12-15,ShopB,Hydrogen,37.91,,,,,,,,,,,,,,,,,,,,,,
PAY-00294,2024-12-15,ShopB,Ice,28.47,,,,,,,,,,,,,,,,,,,,,,
PAY-00295,2024-12-15,ShopB,Ice,17.75,,,,,,,,,,,,,,,,,,,,,,
PAY-00296,2024-12-15,ShopB,Ice,7.45,,,,,,,,,,,,,,,,,,,,,,
PAY-00297,2024-12-15,ShopB,Ice,28.25,,,,,,,,,,,,,,,,,,,,,,
PAY-00298,2024-12-15,ShopB,Ice,16.56,,,,,,,,,,,,,,,,,,,,,,
PAY-00299,2024-12-15,ShopB,UV,28.22,,,,,,,,,,,,,,,,,,,,,,
PAY-00300,2024-12-15,ShopB,UV,9.36,,,,,,,,,,,,,,,,,,,,,,
PAY-00301,2024-12-15,ShopB,Mineral,22.75,,,,,,,,,,,,,,,,,,,,,,
PAY-00302,2024-12-15,ShopB,Mineral,28.34,,,,,,,,,,,,,,,,,,,,,,
PAY-00303,2024-12-15,ShopC,Alkaline,19.08,,,,,,,,,,,,,,,,,,,,,,
PAY-00304,2024-12-15,ShopC,Alkaline,15.35,,,,,,,,,,,,,,,,,,,,,,
PAY-00305,2024-12-15,ShopC,RO,11.71,,,,,,,,,,,,,,,,,,,,,,
PAY-00306,2024-12-15,ShopC,Hydrogen,37.91,,,,,,,,,,,,,,,,,,,,,,
PAY-00307,2024-12-15,ShopC,Hydrogen,28.71,,,,,,,,,,,,,,,,,,,,,,
PAY-00308,2024-12-15,ShopC,Hydrogen,36.6,,,,,,,,,,,,,,,,,,,,,,
PAY-00309,2024-12-15,ShopC,Hydrogen,26.54,,,,,,,,,,,,,,,,,,,,,,
PAY-00310,2024-12-15,ShopC,Hydrogen,15.53,,,,,,,,,,,,,,,,,,,,,,
PAY-00311,2024-12-15,ShopC,Ice,34.18,,,,,,,,,,,,,,,,,,,,,,
PAY-00312,2024-12-15,ShopC,Ice,15.64,,,,,,,,,,,,,,,,,,,,,,
PAY-00313,2024-12-15,ShopC,Ice,12.36,,,,,,,,,,,,,,,,,,,,,,
PAY-00314,2024-12-15,ShopC,Ice,32.5,,,,,,,,,,,,,,,,,,,,,,
PAY-00315,2024-12-15,ShopC,UV,27.91,,,,,,,,,,,,,,,,,,,,,,
PAY-00316,2024-12-15,ShopC,UV,21.27,,,,,,,,,,,,,,,,,,,,,,
PAY-00317,2024-12-15,ShopC,UV,20.48,,,,,,,,,,,,,,,,,,,,,,
PAY-00318,2024-12-15,ShopC,UV,12.48,,,,,,,,,,,,,,,,,,,,,,
PAY-00319,2024-12-15,ShopC,Mineral,32.78,,,,,,,,,,,,,,,,,,,,,,
PAY-00320,2024-12-15,ShopC,Mineral,38.59,,,,,,,,,,,,,,,,,,,,,,
PAY-00321,2024-12-15,ShopC,Mineral,30.76,,,,,,,,,,,,,,,,,,,,,,
PAY-00322,2024-12-16,ShopA,Alkaline,7.97,,,,,,,,,,,,,,,,,,,,,,
PAY-00323,2024-12-16,ShopA,Alkaline,23.04,,,,,,,,,,,,,,,,,,,,,,
PAY-00324,2024-12-16,ShopA,Alkaline,27.15,,,,,,,,,,,,,,,,,,,,,,
PAY-00325,2024-12-16,ShopA,Alkaline,16.73,,,,,,,,,,,,,,,,,,,,,,
PAY-00326,2024-12-16,ShopA,Alkaline,33.64,,,,,,,,,,,,,,,,,,,,,,
PAY-00327,2024-12-16,ShopA,RO,28.55,,,,,,,,,,,,,,,,,,,,,,
PAY-00328,2024-12-16,ShopA,Hydrogen,33.23,,,,,,,,,,,,,,,,,,,,,,
PAY-00329,2024-12-16,ShopA,Ice,5.85,,,,,,,,,,,,,,,,,,,,,,
PAY-00330,2024-12-16,ShopA,UV,39.44,,,,,,,,,,,,,,,,,,,,,,
PAY-00331,2024-12-16,ShopA,Mineral,34.74,,,,,,,,,,,,,,,,,,,,,,
PAY-00332,2024-12-16,ShopA,Mineral,7.55,,,,,,,,,,,,,,,,,,,,,,
PAY-00333,2024-12-16,ShopA,Mineral,19.51,,,,,,,,,,,,,,,,,,,,,,
PAY-00334,2024-12-16,ShopA,Mineral,27.04,,,,,,,,,,,,,,,,,,,,,,
PAY-00335,2024-12-16,ShopB,Alkaline,30.14,,,,,,,,,,,,,,,,,,,,,,
PAY-00336,2024-12-16,ShopB,RO,22.3,,,,,,,,,,,,,,,,,,,,,,
PAY-00337,2024-12-16,ShopB,RO,13.54,,,,,,,,,,,,,,,,,,,,,,
PAY-00338,2024-12-16,ShopB,RO,27.96,,,,,,,,,,,,,,,,,,,,,,
PAY-00339,2024-12-16,ShopB,UV,12.66,,,,,,,,,,,,,,,,,,,,,,
PAY-00340,2024-12-16,ShopB,UV,33.14,,,,,,,,,,,,,,,,,,,,,,
PAY-00341,2024-12-16,ShopB,UV,29.36,,,,,,,,,,,,,,,,,,,,,,
PAY-00342,2024-12-16,ShopB,Mineral,6.76,,,,,,,,,,,,,,,,,,,,,,
PAY-00343,2024-12-16,ShopB,Mineral,13.72,,,,,,,,,,,,,,,,,,,,,,
PAY-00344,2024-12-16,ShopB,Mineral,34.69,,,,,,,,,,,,,,,,,,,,,,
PAY-00345,2024-12-16,ShopC,Alkaline,9.67,,,,,,,,,,,,,,,,,,,,,,
PAY-00346,2024-12-16,ShopC,Alkaline,21.26,,,,,,,,,,,,,,,,,,,,,,
PAY-00347,2024-12-16,ShopC,Alkaline,23.59,,,,,,,,,,,,,,,,,,,,,,
PAY-00348,2024-12-16,ShopC,RO,25.84,,,,,,,,,,,,,,,,,,,,,,
PAY-00349,2024-12-16,ShopC,RO,38.25,,,,,,,,,,,,,,,,,,,,,,
PAY-00350,2024-12-16,ShopC,RO,36.2,,,,,,,,,,,,,,,,,,,,,,
PAY-00351,2024-12-16,ShopC,RO,26.44,,,,,,,,,,,,,,,,,,,,,,
PAY-00352,2024-12-16,ShopC,Hydrogen,36.22,,,,,,,,,,,,,,,,,,,,,,
PAY-00353,2024-12-16,ShopC,Hydrogen,19.94,,,,,,,,,,,,,,,,,,,,,,
PAY-00354,2024-12-16,ShopC,Hydrogen,36.74,,,,,,,,,,,,,,,,,,,,,,
PAY-00355,2024-12-16,ShopC,Hydrogen,20.61,,,,,,,,,,,,,,,,,,,,,,
PAY-00356,2024-12-16,ShopC,Hydrogen,10.57,,,,,,,,,,,,,,,,,,,,,,
PAY-00357,2024-12-16,ShopC,Ice,20.75,,,,,,,,,,,,,,,,,,,,,,
PAY-00358,2024-12-16,ShopC,Ice,31.31,,,,,,,,,,,,,,,,,,,,,,
PAY-00359,2024-12-16,ShopC,Ice,34.4,,,,,,,,,,,,,,,,,,,,,,
PAY-00360,2024-12-16,ShopC,UV,31.8,,,,,,,,,,,,,,,,,,,,,,
PAY-00361,2024-12-16,ShopC,UV,23.25,,,,,,,,,,,,,,,,,,,,,,
PAY-00362,2024-12-16,ShopC,Mineral,13.37,,,,,,,,,,,,,,,,,,,,,,
PAY-00363,2024-12-16,ShopC,Mineral,20.4,,,,,,,,,,,,,,,,,,,,,,
PAY-00364,2024-12-16,ShopC,Mineral,29.97,,,,,,,,,,,,,,,,,,,,,,
PAY-00365,2024-12-16,ShopC,Mineral,13.21,,,,,,,,,,,,,,,,,,,,,,
PAY-00366,2024-12-16,ShopC,Mineral,16.75,,,,,,,,,,,,,,,,,,,,,,
PAY-00367,2024-12-17,ShopA,Alkaline,7.82,,,,,,,,,,,,,,,,,,,,,,
PAY-00368,2024-12-17,ShopA,Alkaline,10.28,,,,,,,,,,,,,,,,,,,,,,
PAY-00369,2024-12-17,ShopA,Alkaline,18.41,,,,,,,,,,,,,,,,,,,,,,
PAY-00370,2024-12-17,ShopA,Alkaline,10.35,,,,,,,,,,,,,,,,,,,,,,
PAY-00371,2024-12-17,ShopA,RO,7.25,,,,,,,,,,,,,,,,,,,,,,
PAY-00372,2024-12-17,ShopA,Hydrogen,16.58,,,,,,,,,,,,,,,,,,,,,,
PAY-00373,2024-12-17,ShopA,Hydrogen,21.31,,,,,,,,,,,,,,,,,,,,,,
PAY-00374,2024-12-17,ShopA,Hydrogen,7.18,,,,,,,,,,,,,,,,,,,,,,
PAY-00375,2024-12-17,ShopA,Ice,18.63,,,,,,,,,,,,,,,,,,,,,,
PAY-00376,2024-12-17,ShopA,Ice,31.94,,,,,,,,,,,,,,,,,,,,,,
PAY-00377,2024-12-17,ShopA,Ice,38.11,,,,,,,,,,,,,,,,,,,,,,
PAY-00378,2024-12-17,ShopA,Mineral,18.31,,,,,,,,,,,,,,,,,,,,,,
PAY-00379,2024-12-17,ShopA,Mineral,5.21,,,,,,,,,,,,,,,,,,,,,,
PAY-00380,2024-12-17,ShopA,Mineral,17.31,,,,,,,,,,,,,,,,,,,,,,
PAY-00381,2024-12-17,ShopA,Mineral,31.37,,,,,,,,,,,,,,,,,,,,,,
PAY-00382,2024-12-17,ShopB,Alkaline,23.84,,,,,,,,,,,,,,,,,,,,,,
PAY-00383,2024-12-17,ShopB,Alkaline,30.71,,,,,,,,,,,,,,,,,,,,,,
PAY-00384,2024-12-17,ShopB,Alkaline,33.0,,,,,,,,,,,,,,,,,,,,,,
PAY-00385,2024-12-17,ShopB,RO,22.09,,,,,,,,,,,,,,,,,,,,,,
PAY-00386,2024-12-17,ShopB,Hydrogen,20.25,,,,,,,,,,,,,,,,,,,,,,
PAY-00387,2024-12-17,ShopB,Hydrogen,6.02,,,,,,,,,,,,,,,,,,,,,,
PAY-00388,2024-12-17,ShopB,Ice,28.41,,,,,,,,,,,,,,,,,,,,,,
PAY-00389,2024-12-17,ShopB,Ice,32.93,,,,,,,,,,,,,,,,,,,,,,
PAY-00390,2024-12-17,ShopB,UV,10.78,,,,,,,,,,,,,,,,,,,,,,
PAY-00391,2024-12-17,ShopB,UV,21.36,,,,,,,,,,,,,,,,,,,,,,
PAY-00392,2024-12-17,ShopB,UV,9.47,,,,,,,,,,,,,,,,,,,,,,
PAY-00393,2024-12-17,ShopB,UV,26.78,,,,,,,,,,,,,,,,,,,,,,
PAY-00394,2024-12-17,ShopB,UV,5.94,,,,,,,,,,,,,,,,,,,,,,
PAY-00395,2024-12-17,ShopB,Mineral,25.72,,,,,,,,,,,,,,,,,,,,,,
PAY-00396,2024-12-17,ShopB,Mineral,28.2,,,,,,,,,,,,,,,,,,,,,,
PAY-00397,2024-12-17,ShopB,Mineral,7.94,,,,,,,,,,,,,,,,,,,,,,
PAY-00398,2024-12-17,ShopC,Alkaline,9.75,,,,,,,,,,,,,,,,,,,,,,
PAY-00399,2024-12-17,ShopC,Alkaline,21.16,,,,,,,,,,,,,,,,,,,,,,
PAY-00400,2024-12-17,ShopC,Alkaline,6.76,,,,,,,,,,,,,,,,,,,,,,
PAY-00401,2024-12-17,ShopC,RO,16.46,,,,,,,,,,,,,,,,,,,,,,
PAY-00402,2024-12-17,ShopC,RO,20.91,,,,,,,,,,,,,,,,,,,,,,
PAY-00403,2024-12-17,ShopC,RO,16.81,,,,,,,,,,,,,,,,,,,,,,
PAY-00404,2024-12-17,ShopC,Hydrogen,14.74,,,,,,,,,,,,,,,,,,,,,,
PAY-00405,2024-12-17,ShopC,Hydrogen,38.29,,,,,,,,,,,,,,,,,,,,,,
PAY-00406,2024-12-17,ShopC,Hydrogen,19.75,,,,,,,,,,,,,,,,,,,,,,
PAY-00407,2024-12-17,ShopC,UV,5.68,,,,,,,,,,,,,,,,,,,,,,
PAY-00408,2024-12-17,ShopC,UV,23.88,,,,,,,,,,,,,,,,,,,,,,
PAY-00409,2024-12-17,ShopC,UV,40.0,,,,,,,,,,,,,,,,,,,,,,
PAY-00410,2024-12-17,ShopC,Mineral,12.85,,,,,,,,,,,,,,,,,,,,,,
PAY-00411,2024-12-17,ShopC,Mineral,7.4,,,,,,,,,,,,,,,,,,,,,,
PAY-00412,2024-12-18,ShopA,Alkaline,6.41,,,,,,,,,,,,,,,,,,,,,,
PAY-00413,2024-12-18,ShopA,Alkaline,6.09,,,,,,,,,,,,,,,,,,,,,,
PAY-00414,2024-12-18,ShopA,Alkaline,13.65,,,,,,,,,,,,,,,,,,,,,,
PAY-00415,2024-12-18,ShopA,Alkaline,34.37,,,,,,,,,,,,,,,,,,,,,,
PAY-00416,2024-12-18,ShopA,Alkaline,26.75,,,,,,,,,,,,,,,,,,,,,,
PAY-00417,2024-12-18,ShopA,RO,9.42,,,,,,,,,,,,,,,,,,,,,,
PAY-00418,2024-12-18,ShopA,Hydrogen,9.0,,,,,,,,,,,,,,,,,,,,,,
PAY-00419,2024-12-18,ShopA,Hydrogen,38.17,,,,,,,,,,,,,,,,,,,,,,
PAY-00420,2024-12-18,ShopA,Hydrogen,21.28,,,,,,,,,,,,,,,,,,,,,,
PAY-00421,2024-12-18,ShopA,Hydrogen,13.97,,,,,,,,,,,,,,,,,,,,,,
PAY-00422,2024-12-18,ShopA,Hydrogen,17.91,,,,,,,,,,,,,,,,,,,,,,
PAY-00423,2024-12-18,ShopA,Ice,26.25,,,,,,,,,,,,,,,,,,,,,,
PAY-00424,2024-12-18,ShopA,Ice,31.18,,,,,,,,,,,,,,,,,,,,,,
PAY-00425,2024-12-18,ShopA,Ice,9.01,,,,,,,,,,,,,,,,,,,,,,
PAY-00426,2024-12-18,ShopA,Ice,33.68,,,,,,,,,,,,,,,,,,,,,,
PAY-00427,2024-12-18,ShopA,UV,8.78,,,,,,,,,,,,,,,,,,,,,,
PAY-00428,2024-12-18,ShopA,UV,5.9,,,,,,,,,,,,,,,,,,,,,,
PAY-00429,2024-12-18,ShopA,Mineral,25.15,,,,,,,,,,,,,,,,,,,,,,
PAY-00430,2024-12-18,ShopA,Mineral,36.78,,,,,,,,,,,,,,,,,,,,,,
PAY-00431,2024-12-18,ShopB,Alkaline,18.88,,,,,,,,,,,,,,,,,,,,,,
PAY-00432,2024-12-18,ShopB,Alkaline,30.03,,,,,,,,,,,,,,,,,,,,,,
PAY-00433,2024-12-18,ShopB,Alkaline,7.66,,,,,,,,,,,,,,,,,,,,,,
PAY-00434,2024-12-18,ShopB,RO,34.07,,,,,,,,,,,,,,,,,,,,,,
PAY-00435,2024-12-18,ShopB,RO,13.5,,,,,,,,,,,,,,,,,,,,,,
PAY-00436,2024-12-18,ShopB,RO,29.4,,,,,,,,,,,,,,,,,,,,,,
PAY-00437,2024-12-18,ShopB,RO,15.56,,,,,,,,,,,,,,,,,,,,,,
PAY-00438,2024-12-18,ShopB,RO,28.95,,,,,,,,,,,,,,,,,,,,,,
PAY-00439,2024-12-18,ShopB,Ice,32.39,,,,,,,,,,,,,,,,,,,,,,
PAY-00440,2024-12-18,ShopB,Ice,17.15,,,,,,,,,,,,,,,,,,,,,,
PAY-00441,2024-12-18,ShopB,Ice,19.99,,,,,,,,,,,,,,,,,,,,,,
PAY-00442,2024-12-18,ShopB,Ice,17.97,,,,,,,,,,,,,,,,,,,,,,
PAY-00443,2024-12-18,ShopB,UV,27.66,,,,,,,,,,,,,,,,,,,,,,
PAY-00444,2024-12-18,ShopB,UV,5.44,,,,,,,,,,,,,,,,,,,,,,
PAY-00445,2024-12-18,ShopB,UV,19.7,,,,,,,,,,,,,,,,,,,,,,
PAY-00446,2024-12-18,ShopB,UV,22.16,,,,,,,,,,,,,,,,,,,,,,
PAY-00447,2024-12-18,ShopB,Mineral,38.63,,,,,,,,,,,,,,,,,,,,,,
PAY-00448,2024-12-18,ShopB,Mineral,27.25,,,,,,,,,,,,,,,,,,,,,,
PAY-00449,2024-12-18,ShopB,Mineral,34.0,,,,,,,,,,,,,,,,,,,,,,
PAY-00450,2024-12-18,ShopC,Alkaline,10.35,,,,,,,,,,,,,,,,,,,,,,
PAY-00451,2024-12-18,ShopC,Alkaline,11.16,,,,,,,,,,,,,,,,,,,,,,
PAY-00452,2024-12-18,ShopC,Alkaline,23.26,,,,,,,,,,,,,,,,,,,,,,
PAY-00453,2024-12-18,ShopC,Alkaline,27.77,,,,,,,,,,,,,,,,,,,,,,
PAY-00454,2024-12-18,ShopC,Alkaline,26.56,,,,,,,,,,,,,,,,,,,,,,
PAY-00455,2024-12-18,ShopC,RO,32.11,,,,,,,,,,,,,,,,,,,,,,
PAY-00456,2024-12-18,ShopC,RO,21.27,,,,,,,,,,,,,,,,,,,,,,
PAY-00457,2024-12-18,ShopC,RO,33.9,,,,,,,,,,,,,,,,,,,,,,
PAY-00458,2024-12-18,ShopC,RO,25.74,,,,,,,,,,,,,,,,,,,,,,
PAY-00459,2024-12-18,ShopC,Hydrogen,34.81,,,,,,,,,,,,,,,,,,,,,,
PAY-00460,2024-12-18,ShopC,Hydrogen,34.08,,,,,,,,,,,,,,,,,,,,,,
PAY-00461,2024-12-18,ShopC,UV,35.86,,,,,,,,,,,,,,,,,,,,,,
PAY-00462,2024-12-18,ShopC,UV,13.54,,,,,,,,,,,,,,,,,,,,,,
PAY-00463,2024-12-18,ShopC,Mineral,24.94,,,,,,,,,,,,,,,,,,,,,,
PAY-00464,2024-12-18,ShopC,Mineral,28.39,,,,,,,,,,,,,,,,,,,,,,
PAY-00465,2024-12-18,ShopC,Mineral,16.77,,,,,,,,,,,,,,,,,,,,,,
PAY-00466,2024-12-19,ShopA,Alkaline,34.78,,,,,,,,,,,,,,,,,,,,,,
PAY-00467,2024-12-19,ShopA,Alkaline,11.36,,,,,,,,,,,,,,,,,,,,,,
PAY-00468,2024-12-19,ShopA,Alkaline,12.42,,,,,,,,,,,,,,,,,,,,,,
PAY-00469,2024-12-19,ShopA,RO,16.91,,,,,,,,,,,,,,,,,,,,,,
PAY-00470,2024-12-19,ShopA,RO,35.81,,,,,,,,,,,,,,,,,,,,,,
PAY-00471,2024-12-19,ShopA,Hydrogen,35.8,,,,,,,,,,,,,,,,,,,,,,
PAY-00472,2024-12-19,ShopA,Hydrogen,24.45,,,,,,,,,,,,,,,,,,,,,,
PAY-00473,2024-12-19,ShopA,Hydrogen,23.08,,,,,,,,,,,,,,,,,,,,,,
PAY-00474,2024-12-19,ShopA,Hydrogen,11.69,,,,,,,,,,,,,,,,,,,,,,
PAY-00475,2024-12-19,ShopA,Hydrogen,13.45,,,,,,,,,,,,,,,,,,,,,,
PAY-00476,2024-12-19,ShopA,Ice,22.1,,,,,,,,,,,,,,,,,,,,,,
PAY-00477,2024-12-19,ShopA,Ice,31.54,,,,,,,,,,,,,,,,,,,,,,
PAY-00478,2024-12-19,ShopA,Ice,29.17,,,,,,,,,,,,,,,,,,,,,,
PAY-00479,2024-12-19,ShopA,UV,29.91,,,,,,,,,,,,,,,,,,,,,,
PAY-00480,2024-12-19,ShopA,UV,20.69,,,,,,,,,,,,,,,,,,,,,,
PAY-00481,2024-12-19,ShopA,UV,5.6,,,,,,,,,,,,,,,,,,,,,,
PAY-00482,2024-12-19,ShopA,UV,15.3,,,,,,,,,,,,,,,,,,,,,,
PAY-00483,2024-12-19,ShopA,UV,19.15,,,,,,,,,,,,,,,,,,,,,,
PAY-00484,2024-12-19,ShopA,Mineral,15.72,,,,,,,,,,,,,,,,,,,,,,
PAY-00485,2024-12-19,ShopB,Alkaline,17.92,,,,,,,,,,,,,,,,,,,,,,
PAY-00486,2024-12-19,ShopB,Alkaline,24.37,,,,,,,,,,,,,,,,,,,,,,
PAY-00487,2024-12-19,ShopB,Alkaline,17.03,,,,,,,,,,,,,,,,,,,,,,
PAY-00488,2024-12-19,ShopB,Alkaline,39.88,,,,,,,,,,,,,,,,,,,,,,
PAY-00489,2024-12-19,ShopB,RO,16.58,,,,,,,,,,,,,,,,,,,,,,
PAY-00490,2024-12-19,ShopB,RO,29.6,,,,,,,,,,,,,,,,,,,,,,
PAY-00491,2024-12-19,ShopB,RO,14.48,,,,,,,,,,,,,,,,,,,,,,
PAY-00492,2024-12-19,ShopB,RO,13.8,,,,,,,,,,,,,,,,,,,,,,
PAY-00493,2024-12-19,ShopB,Ice,11.74,,,,,,,,,,,,,,,,,,,,,,
PAY-00494,2024-12-19,ShopB,Ice,9.18,,,,,,,,,,,,,,,,,,,,,,
PAY-00495,2024-12-19,ShopB,Ice,23.76,,,,,,,,,,,,,,,,,,,,,,
PAY-00496,2024-12-19,ShopB,Ice,31.68,,,,,,,,,,,,,,,,,,,,,,
PAY-00497,2024-12-19,ShopB,Ice,11.48,,,,,,,,,,,,,,,,,,,,,,
PAY-00498,2024-12-19,ShopB,UV,30.85,,,,,,,,,,,,,,,,,,,,,,
PAY-00499,2024-12-19,ShopB,Mineral,30.36,,,,,,,,,,,,,,,,,,,,,,
PAY-00500,2024-12-19,ShopB,Mineral,39.18,,,,,,,,,,,,,,,,,,,,,,
PAY-00501,2024-12-19,ShopC,Alkaline,25.89,,,,,,,,,,,,,,,,,,,,,,
PAY-00502,2024-12-19,ShopC,Alkaline,39.32,,,,,,,,,,,,,,,,,,,,,,
PAY-00503,2024-12-19,ShopC,Alkaline,34.14,,,,,,,,,,,,,,,,,,,,,,
PAY-00504,2024-12-19,ShopC,Alkaline,15.37,,,,,,,,,,,,,,,,,,,,,,
PAY-00505,2024-12-19,ShopC,RO,11.28,,,,,,,,,,,,,,,,,,,,,,
PAY-00506,2024-12-19,ShopC,RO,5.5,,,,,,,,,,,,,,,,,,,,,,
PAY-00507,2024-12-19,ShopC,Hydrogen,9.43,,,,,,,,,,,,,,,,,,,,,,
PAY-00508,2024-12-19,ShopC,Hydrogen,6.59,,,,,,,,,,,,,,,,,,,,,,
PAY-00509,2024-12-19,ShopC,Hydrogen,6.91,,,,,,,,,,,,,,,,,,,,,,
PAY-00510,2024-12-19,ShopC,Hydrogen,15.22,,,,,,,,,,,,,,,,,,,,,,
PAY-00511,2024-12-19,ShopC,Ice,27.33,,,,,,,,,,,,,,,,,,,,,,
PAY-00512,2024-12-19,ShopC,UV,8.59,,,,,,,,,,,,,,,,,,,,,,
PAY-00513,2024-12-19,ShopC,UV,5.43,,,,,,,,,,,,,,,,,,,,,,
PAY-00514,2024-12-19,ShopC,UV,14.95,,,,,,,,,,,,,,,,,,,,,,
PAY-00515,2024-12-19,ShopC,Mineral,20.42,,,,,,,,,,,,,,,,,,,,,,
PAY-00516,2024-12-19,ShopC,Mineral,11.45,,,,,,,,,,,,,,,,,,,,,,
PAY-00517,2024-12-19,ShopC,Mineral,6.8,,,,,,,,,,,,,,,,,,,,,,
PAY-00518,2024-12-20,ShopA,Alkaline,8.99,,,,,,,,,,,,,,,,,,,,,,
PAY-00519,2024-12-20,ShopA,Alkaline,7.29,,,,,,,,,,,,,,,,,,,,,,
PAY-00520,2024-12-20,ShopA,Alkaline,22.21,,,,,,,,,,,,,,,,,,,,,,
PAY-00521,2024-12-20,ShopA,RO,27.03,,,,,,,,,,,,,,,,,,,,,,
PAY-00522,2024-12-20,ShopA,RO,6.88,,,,,,,,,,,,,,,,,,,,,,
PAY-00523,2024-12-20,ShopA,RO,10.22,,,,,,,,,,,,,,,,,,,,,,
PAY-00524,2024-12-20,ShopA,RO,24.7,,,,,,,,,,,,,,,,,,,,,,
PAY-00525,2024-12-20,ShopA,Hydrogen,7.98,,,,,,,,,,,,,,,,,,,,,,
PAY-00526,2024-12-20,ShopA,Hydrogen,13.69,,,,,,,,,,,,,,,,,,,,,,
PAY-00527,2024-12-20,ShopA,Ice,31.76,,,,,,,,,,,,,,,,,,,,,,
PAY-00528,2024-12-20,ShopA,Ice,26.22,,,,,,,,,,,,,,,,,,,,,,
PAY-00529,2024-12-20,ShopA,Ice,32.68,,,,,,,,,,,,,,,,,,,,,,
PAY-00530,2024-12-20,ShopA,Ice,12.9,,,,,,,,,,,,,,,,,,,,,,
PAY-00531,2024-12-20,ShopA,UV,18.31,,,,,,,,,,,,,,,,,,,,,,
PAY-00532,2024-12-20,ShopA,UV,36.8,,,,,,,,,,,,,,,,,,,,,,
PAY-00533,2024-12-20,ShopA,UV,15.41,,,,,,,,,,,,,,,,,,,,,,
PAY-00534,2024-12-20,ShopA,UV,25.6,,,,,,,,,,,,,,,,,,,,,,
PAY-00535,2024-12-20,ShopA,Mineral,15.69,,,,,,,,,,,,,,,,,,,,,,
PAY-00536,2024-12-20,ShopA,Mineral,26.74,,,,,,,,,,,,,,,,,,,,,,
PAY-00537,2024-12-20,ShopA,Mineral,26.34,,,,,,,,,,,,,,,,,,,,,,
PAY-00538,2024-12-20,ShopB,Alkaline,8.47,,,,,,,,,,,,,,,,,,,,,,
PAY-00539,2024-12-20,ShopB,Alkaline,31.7,,,,,,,,,,,,,,,,,,,,,,
PAY-00540,2024-12-20,ShopB,Alkaline,26.89,,,,,,,,,,,,,,,,,,,,,,
PAY-00541,2024-12-20,ShopB,Alkaline,14.26,,,,,,,,,,,,,,,,,,,,,,
PAY-00542,2024-12-20,ShopB,Alkaline,7.84,,,,,,,,,,,,,,,,,,,,,,
PAY-00543,2024-12-20,ShopB,RO,11.08,,,,,,,,,,,,,,,,,,,,,,
PAY-00544,2024-12-20,ShopB,Ice,5.09,,,,,,,,,,,,,,,,,,,,,,
PAY-00545,2024-12-20,ShopB,UV,29.13,,,,,,,,,,,,,,,,,,,,,,
PAY-00546,2024-12-20,ShopB,UV,21.45,,,,,,,,,,,,,,,,,,,,,,
PAY-00547,2024-12-20,ShopB,UV,6.14,,,,,,,,,,,,,,,,,,,,,,
PAY-00548,2024-12-20,ShopB,Mineral,29.74,,,,,,,,,,,,,,,,,,,,,,
